year,month,day,hour,minute,solar_global,solar_direct,solar_diff_down,pressure,temp,kw
2020,1,18,5,15,0.0,0.0,0.0,995.6819750000001,4.670695000000009,1.8600000619888304
2020,1,18,5,30,0.0,0.0,0.0,995.48785,4.604430000000008,1.8600000619888304
2020,1,18,5,45,0.0,0.0,0.0,995.293725,4.538165000000006,1.8600000619888304
2020,1,18,6,0,0.0,0.0,0.0,995.0996,4.471900000000005,1.8600000619888304
2020,1,18,6,15,0.0,0.0,0.0,995.03349,4.285225000000011,1.8600000619888304
2020,1,18,6,30,0.0,0.0,0.0,994.9673800000002,4.098550000000017,1.8600000619888304
2020,1,18,6,45,0.0,0.0,0.0,994.9012700000001,3.9118750000000233,1.8600000619888304
2020,1,18,7,0,0.0,0.0,0.0,994.8351600000001,3.7252000000000294,1.8600000619888304
2020,1,18,7,15,5.809723093749998,0.55728148125,5.252441612499998,994.77633,3.7647075000000285,1.8600000619888304
2020,1,18,7,30,11.6194461875,1.1145629625,10.504883225,994.7175,3.8042150000000277,1.8600000619888304
2020,1,18,7,45,17.429169281249994,1.67184444375,15.757324837499995,994.65867,3.843722500000027,1.8600000619888304
2020,1,18,8,0,23.238892375,2.229125925,21.00976645,994.59984,3.883230000000026,1.8600000619888304
2020,1,18,8,15,41.995113121874994,11.428924753125,30.566188368749994,994.4621549999999,3.867935000000031,1.8600000619888304
2020,1,18,8,30,60.75133386875,20.62872358125,40.1226102875,994.32447,3.8526400000000365,1.8600000619888304
2020,1,18,8,45,79.507554615625,29.828522409375,49.67903220624999,994.1867850000001,3.8373450000000418,1.8600000619888304
2020,1,18,9,0,98.26377536249998,39.0283212375,59.23545412499999,994.0491000000001,3.822050000000047,1.8600000619888304
2020,1,18,9,15,111.37682200454098,41.47656255312499,69.90025945141599,993.88495,3.8757450000000375,1.8600000619888304
2020,1,18,9,30,124.489868646582,43.92480386874999,80.565064777832,993.7208,3.929440000000028,1.8600000619888304
2020,1,18,9,45,137.60291528862302,46.37304518437499,91.22987010424805,993.5566500000001,3.9831350000000185,1.8600000619888304
2020,1,18,10,0,150.71596193066404,48.82128649999999,101.89467543066404,993.3925,4.036830000000009,1.8600000619888304
2020,1,18,10,15,159.42333838708493,52.12914987499998,107.29418851208496,993.33265,4.212167500000007,1.8600000619888304
2020,1,18,10,30,168.13071484350584,55.43701324999998,112.69370159350586,993.2728,4.387505000000004,1.8600000619888304
2020,1,18,10,45,176.83809129992673,58.74487662499998,118.09321467492676,993.21295,4.562842500000002,1.8600000619888304
2020,1,18,11,0,185.54546775634765,62.05273999999997,123.49272775634769,993.1531,4.73818,1.8600000619888304
2020,1,18,11,15,193.91413631091305,77.54785424999997,116.36628206091308,992.974865,4.999990000000011,1.8600000619888304
2020,1,18,11,30,202.28280486547845,93.04296849999996,109.23983636547848,992.79663,5.261800000000022,1.8600000619888304
2020,1,18,11,45,210.65147342004383,108.53808274999996,102.11339067004387,992.618395,5.523610000000033,1.8600000619888304
2020,1,18,12,0,219.02014197460923,124.03319699999996,94.98694497460927,992.44016,5.785420000000045,1.8600000619888304
2020,1,18,12,15,212.3491989589843,120.95115900000002,91.39803995898428,992.205785,5.862830000000045,1.8600000619888304
2020,1,18,12,30,205.67825594335932,117.86912100000006,87.80913494335924,991.97141,5.9402400000000455,1.8600000619888304
2020,1,18,12,45,199.00731292773438,114.78708300000014,84.22022992773424,991.737035,6.017650000000046,1.8600000619888304
2020,1,18,13,0,192.33636991210938,111.70504500000015,80.63132491210922,991.50266,6.095060000000046,1.8600000619888304
2020,1,18,13,15,175.32493422265622,98.87791375000013,76.44702047265609,991.3191449999999,6.0518150000000475,1.8600000619888304
2020,1,18,13,30,158.31349853320307,86.05078250000008,72.26271603320298,991.13563,6.008570000000049,1.8600000619888304
2020,1,18,13,45,141.30206284374992,73.22365125000005,68.07841159374989,990.952115,5.96532500000005,1.8600000619888304
2020,1,18,14,0,124.29062715429677,60.39652000000001,63.89410715429676,990.7686,5.922080000000051,1.8600000619888304
2020,1,18,14,15,102.93258684985346,46.67287637499999,56.25971047485348,990.73935,5.863722500000037,1.8600000619888304
2020,1,18,14,30,81.57454654541016,32.949232749999965,48.625313795410186,990.7101000000001,5.805365000000023,1.8600000619888304
2020,1,18,14,45,60.21650624096685,19.225589124999946,40.99091711596691,990.6808500000001,5.747007500000009,1.8600000619888304
2020,1,18,15,0,38.858465936523544,5.50194549999992,33.356520436523624,990.6516,5.6886499999999955,1.8600000619888304
2020,1,18,15,15,29.143849452392658,4.12645912499994,25.017390327392718,990.658035,5.667555000000007,1.8600000619888304
2020,1,18,15,30,19.429232968261772,2.75097274999996,16.678260218261812,990.66447,5.646460000000019,1.8600000619888304
2020,1,18,15,45,9.714616484130886,1.37548637499998,8.339130109130906,990.670905,5.625365000000031,1.8600000619888304
2020,1,18,16,0,0.0,0.0,0.0,990.67734,5.604270000000042,1.8600000619888304
2020,1,18,16,15,0.0,0.0,0.0,990.712705,5.683372500000033,1.8600000619888304
2020,1,18,16,30,0.0,0.0,0.0,990.74807,5.762475000000023,1.8600000619888304
2020,1,18,16,45,0.0,0.0,0.0,990.783435,5.841577500000014,1.8600000619888304
2020,1,18,17,0,0.0,0.0,0.0,990.8188,5.920680000000004,1.8600000619888304
2020,1,18,17,15,0.0,0.0,0.0,990.841725,5.928735000000003,1.8600000619888304
2020,1,18,17,30,0.0,0.0,0.0,990.86465,5.936790000000002,1.8600000619888304
2020,1,18,17,45,0.0,0.0,0.0,990.8875750000001,5.944845000000001,1.8600000619888304
2020,1,18,18,0,0.0,0.0,0.0,990.9105000000001,5.9529,1.8600000619888304
2020,1,18,18,15,0.0,0.0,0.0,990.9074,5.939320000000009,1.8600000619888304
2020,1,18,18,30,0.0,0.0,0.0,990.9042999999999,5.925740000000019,1.8600000619888304
2020,1,18,18,45,0.0,0.0,0.0,990.9011999999999,5.9121600000000285,1.8600000619888304
2020,1,18,19,0,0.0,0.0,0.0,990.8981,5.898580000000038,1.8600000619888304
2020,1,18,19,15,0.0,0.0,0.0,990.859975,5.91654000000004,1.8600000619888304
2020,1,18,19,30,0.0,0.0,0.0,990.8218499999999,5.9345000000000425,1.8600000619888304
2020,1,18,19,45,0.0,0.0,0.0,990.783725,5.952460000000045,1.8600000619888304
2020,1,18,20,0,0.0,0.0,0.0,990.7456,5.970420000000047,1.8600000619888304
2020,1,18,20,15,0.0,0.0,0.0,990.750025,6.02645000000004,1.8600000619888304
2020,1,18,20,30,0.0,0.0,0.0,990.75445,6.082480000000032,1.8600000619888304
2020,1,18,20,45,0.0,0.0,0.0,990.758875,6.138510000000025,1.8600000619888304
2020,1,18,21,0,0.0,0.0,0.0,990.7633000000001,6.194540000000018,1.8600000619888304
2020,1,18,21,15,0.0,0.0,0.0,990.846625,6.261847500000016,1.8600000619888304
2020,1,18,21,30,0.0,0.0,0.0,990.92995,6.329155000000014,1.8600000619888304
2020,1,18,21,45,0.0,0.0,0.0,991.013275,6.396462500000013,1.8600000619888304
